mesh size = 12
temperatures   free_energy      entropy        heat_capacity
       0.000    9140.3107820      0.0000000      0.0000000
      10.000    9140.2144124     37.2792308     95.4497735
      20.000    9139.2296731    169.9414199    316.5692646
      30.000    9136.6959285    340.0246028    533.9579536
      40.000    9132.3943000    521.0396526    730.2119031
      50.000    9126.2718884    703.2061920    905.9515419
      60.000    9118.3393876    882.6840021   1065.3254739
      70.000    9108.6319259   1058.0774914   1212.2509844
      80.000    9097.1927572   1229.0074606   1349.5171715
      90.000    9084.0665770   1395.5020182   1478.9852641
     100.000    9069.2968914   1557.7459595   1601.9737086
     110.000    9052.9250155   1715.9832818   1719.5419341
     120.000    9034.9896917   1870.4811019   1832.6376525
     130.000    9015.5269377   2021.5157065   1942.1463000
     140.000    8994.5699938   2169.3653332   2048.8893087
     150.000    8972.1493313   2314.3045878   2153.6050368
     160.000    8948.2927153   2456.5994071   2256.9308358
     170.000    8923.0253131   2596.5026948   2359.3934036
     180.000    8896.3698429   2734.2509146   2461.4081524
     190.000    8868.3467505   2870.0617711   2563.2855613
     200.000    8838.9744042   3004.1329331   2665.2418661
     210.000    8808.2692977   3136.6416488   2767.4117983
     220.000    8776.2462534   3267.7450587   2869.8617429
     230.000    8742.9186194   3397.5810135   2972.6023078
     240.000    8708.2984571   3526.2692314   3075.5997723
     250.000    8672.3967157   3653.9126597   3178.7861985
     260.000    8635.2233928   3780.5989393   3282.0681775
     270.000    8596.7876799   3906.4018985   3385.3342804
     280.000    8557.0980931   4031.3830242   3488.4613286
     290.000    8516.1625893   4155.5928764   3591.3196104
     300.000    8473.9886690   4279.0724240   3693.7771678
     310.000    8430.5834656   4401.8542877   3795.7032664
     320.000    8385.9538234   4523.9638854   3896.9711535
     330.000    8340.1063640   4645.4204753   3997.4601955
     340.000    8293.0475433   4766.2380995   4097.0574785
     350.000    8244.7836993   4886.4264306   4195.6589478
     360.000    8195.3210919   5005.9915249   4293.1701538
     370.000    8144.6659356   5124.9364883   4389.5066678
     380.000    8092.8244265   5243.2620614   4484.5942226
     390.000    8039.8027626   5360.9671280   4578.3686293
     400.000    7985.6071606   5478.0491558   4670.7755149
     410.000    7930.2438681   5594.5045743   4761.7699222
     420.000    7873.7191721   5710.3290952   4851.3158048
     430.000    7816.0394050   5825.5179838   4939.3854495
     440.000    7757.2109477   5940.0662843   5025.9588503
     450.000    7697.2402312   6053.9690054   5111.0230565
     460.000    7636.1337358   6167.2212717   5194.5715121
     470.000    7573.8979895   6279.8184439   5276.6034016
     480.000    7510.5395650   6391.7562133   5357.1230115
     490.000    7446.0650763   6503.0306734   5436.1391196
     500.000    7380.4811741   6613.6383718   5513.6644143
     510.000    7313.7945413   6723.5763471   5589.7149512
     520.000    7246.0118878   6832.8421504   5664.3096496
     530.000    7177.1399454   6941.4338567   5737.4698278
     540.000    7107.1854624   7049.3500665   5809.2187808
     550.000    7036.1551987   7156.5899001   5879.5813974
     560.000    6964.0559203   7263.1529855   5948.5838172
     570.000    6890.8943944   7369.0394419   6016.2531242
     580.000    6816.6773849   7474.2498594   6082.6170766
     590.000    6741.4116473   7578.7852768   6147.7038690
     600.000    6665.1039246   7682.6471563   6211.5419261
     610.000    6587.7609431   7785.8373581   6274.1597239
     620.000    6509.3894089   7888.3581144   6335.5856373
     630.000    6429.9960038   7990.2120023   6395.8478108
     640.000    6349.5873822   8091.4019180   6454.9740501
     650.000    6268.1701681   8191.9310509   6512.9917330
     660.000    6185.7509522   8291.8028584   6569.9277364
     670.000    6102.3362897   8391.0210424   6625.8083789
     680.000    6017.9326971   8489.5895253   6680.6593757
     690.000    5932.5466511   8587.5124289   6734.5058048
     700.000    5846.1845861   8684.7940531   6787.3720839
     710.000    5758.8528928   8781.4388564   6839.2819545
     720.000    5670.5579164   8877.4514373   6890.2584744
     730.000    5581.3059557   8972.8365179   6940.3240153
     740.000    5491.1032617   9067.5989267   6989.5002665
     750.000    5399.9560364   9161.7435847   7037.8082418
     760.000    5307.8704325   9255.2754913   7085.2682908
     770.000    5214.8525522   9348.1997115   7131.9001126
     780.000    5120.9084468   9440.5213644   7177.7227714
     790.000    5026.0441162   9532.2456121   7222.7547148
     800.000    4930.2655086   9623.3776507   7267.0137921
     810.000    4833.5785199   9713.9227003   7310.5172746
     820.000    4735.9889938   9803.8859975   7353.2818755
     830.000    4637.5027216   9893.2727880   7395.3237711
     840.000    4538.1254422   9982.0883193   7436.6586210
     850.000    4437.8628419  10070.3378352   7477.3015891
     860.000    4336.7205548  10158.0265700   7517.2673640
     870.000    4234.7041624  10245.1597436   7556.5701784
     880.000    4131.8191944  10331.7425571   7595.2238293
     890.000    4028.0711285  10417.7801889   7633.2416960
     900.000    3923.4653907  10503.2777910   7670.6367592
     910.000    3818.0073557  10588.2404859   7707.4216178
     920.000    3711.7023471  10672.6733638   7743.6085061
     930.000    3604.5556377  10756.5814804   7779.2093099
     940.000    3496.5724499  10839.9698542   7814.2355818
     950.000    3387.7579564  10922.8434652   7848.6985557
     960.000    3278.1172800  11005.2072529   7882.6091610
     970.000    3167.6554945  11087.0661149   7915.9780356
     980.000    3056.3776246  11168.4249058   7948.8155387
     990.000    2944.2886472  11249.2884362   7981.1317623
    1000.000    2831.3934909  11329.6614719   8012.9365425
