    0.005000    -0.013717    -0.013716 276317.431325
    0.010000    -0.013847    -0.013728 552634.831369
    0.015000    -0.013678    -0.013727 828952.231413
    0.020000    -0.013760    -0.013532 1105269.631455
    0.030000    -0.013514    -0.013431 1657904.431543
    0.050000    -0.013757    -0.013661 2763174.031719
    0.080000    -0.013658    -0.013777 4421078.431981
    0.130000    -0.013700    -0.013712 7184252.432422
    0.200000    -0.013560    -0.013606 11052696.033037
    0.320000    -0.013772    -0.013818 17684313.634160
    0.500000    -0.013734    -0.013720 27631740.036029
