    0.00500000     0.00000584     0.00000053     0.00003825
    0.01000000     0.00000281     0.00000081     0.00008759
    0.01500000     0.00000365    -0.00000199     0.00012842
    0.02000000    -0.00000376     0.00000411     0.00017512
    0.03000000     0.00000319    -0.00000251     0.00022615
    0.05000000     0.00000204    -0.00000035     0.00029924
    0.08000000     0.00000013     0.00000118     0.00035935
    0.13000000    -0.00000092     0.00000173     0.00041721
    0.20000000    -0.00000138     0.00000160     0.00047958
    0.32000000     0.00000078     0.00000139     0.00056846
    0.50000000     0.00000078     0.00000114     0.00065506
