    0.00500000     1.09335473     2.06878100     9.06085804
    0.01000000     0.72599132     1.10970469     8.52998616
    0.01500000     0.87368175     1.19964084     7.89203259
    0.02000000     0.97331519     1.36180178     7.97757863
    0.03000000     0.95560825     0.99431430     7.89323430
    0.05000000     0.96585395     1.04520822     6.36807574
    0.08000000     1.01115718     1.02778395     5.05231529
    0.13000000     1.01088426     1.01813037     3.87346805
    0.20000000     0.99622970     1.00769925     3.05644504
    0.32000000     0.99983643     1.00506448     2.39885389
    0.50000000     1.00010840     1.00383335     1.96368121
