mesh size = 12
temperatures   free_energy      entropy        heat_capacity
       0.000    9192.8779360      0.0000000      0.0000000
      10.000    9192.8197932     20.8697300     51.4837580
      20.000    9192.2464901    103.5801131    219.8268043
      30.000    9190.5962418    231.9539464    428.9557333
      40.000    9187.5311042    383.5556789    632.0875817
      50.000    9182.8935925    544.8379037    817.2421597
      60.000    9176.6254040    708.9162747    985.1186925
      70.000    9168.7171438    872.4870258   1138.9908372
      80.000    9159.1825688   1034.0130053   1281.8596434
      90.000    9148.0460090   1192.8145354   1415.9747500
     100.000    9135.3362473   1348.6319929   1542.9804624
     110.000    9121.0834853   1501.4182053   1664.1480450
     120.000    9105.3177733   1651.2394425   1780.5413776
     130.000    9088.0681490   1798.2261083   1893.0998434
     140.000    9069.3621437   1942.5456609   2002.6649423
     150.000    9049.2255018   2084.3856816   2109.9801506
     160.000    9027.6820420   2223.9421114   2215.6838631
     170.000    9004.7536183   2361.4106871   2320.3051169
     180.000    8980.4601554   2496.9807417   2424.2650169
     190.000    8954.8197350   2630.8309061   2527.8833603
     200.000    8927.8487180   2763.1263522   2631.3887548
     210.000    8899.5618880   2894.0172513   2734.9304839
     220.000    8869.9726046   3023.6381586   2838.5907690
     230.000    8839.0929598   3152.1080708   2942.3965523
     240.000    8806.9339317   3279.5309554   3046.3303163
     250.000    8773.5055301   3405.9965896   3150.3397249
     260.000    8738.8169340   3531.5815895   3254.3460433
     270.000    8702.8766172   3656.3505405   3358.2513823
     280.000    8665.6924632   3780.3571656   3461.9448567
     290.000    8627.2718673   3903.6454879   3565.3077618
     300.000    8587.6218288   4026.2509557   3668.2178736
     310.000    8546.7490305   4148.2015119   3770.5529694
     320.000    8504.6599095   4269.5185941   3872.1936610
     330.000    8461.3607168   4390.2180578   3973.0256221
     340.000    8416.8575696   4510.3110214   4072.9412877
     350.000    8371.1564939   4629.8046302   4171.8410938
     360.000    8324.2634616   4748.7027429   4269.6343228
     370.000    8276.1844199   4867.0065412   4366.2396143
     380.000    8226.9253149   4984.7150694   4461.5851945
     390.000    8176.4921113   5101.8257059   4555.6088755
     400.000    8124.8908066   5218.3345723   4648.2578679
     410.000    8072.1274416   5334.2368862   4739.4884469
     420.000    8018.2081086   5449.5272615   4829.2655071
     430.000    7963.1389553   5564.1999625   4917.5620372
     440.000    7906.9261878   5678.2491147   5004.3585386
     450.000    7849.5760710   5791.6688804   5089.6424136
     460.000    7791.0949271   5904.4535994   5173.4073368
     470.000    7731.4891338   6016.5979024   5255.6526298
     480.000    7670.7651204   6128.0967990   5336.3826463
     490.000    7608.9293643   6238.9457438   5415.6061798
     500.000    7545.9883856   6349.1406844   5493.3358997
     510.000    7481.9487425   6458.6780941   5569.5878209
     520.000    7416.8170255   6567.5549910   5644.3808092
     530.000    7350.5998525   6675.7689465   5717.7361259
     540.000    7283.3038627   6783.3180846   5789.6770108
     550.000    7214.9357114   6890.2010744   5860.2283039
     560.000    7145.5020644   6996.4171160   5929.4161055
     570.000    7075.0095932   7101.9659233   5997.2674719
     580.000    7003.4649695   7206.8477018   6063.8101466
     590.000    6930.8748604   7311.0631249   6129.0723229
     600.000    6857.2459245   7414.6133082   6193.0824372
     610.000    6782.5848067   7517.4997830   6255.8689907
     620.000    6706.8981348   7619.7244687   6317.4603953
     630.000    6630.1925157   7721.2896456   6377.8848439
     640.000    6552.4745316   7822.1979278   6437.1702010
     650.000    6473.7507371   7922.4522368   6495.3439121
     660.000    6394.0276561   8022.0557756   6552.4329298
     670.000    6313.3117793   8121.0120041   6608.4636548
     680.000    6231.6095614   8219.3246149   6663.4618901
     690.000    6148.9274194   8316.9975113   6717.4528057
     700.000    6065.2717300   8414.0347854   6770.4609147
     710.000    5980.6488282   8510.4406982   6822.5100561
     720.000    5895.0650059   8606.2196607   6873.6233868
     730.000    5808.5265097   8701.3762159   6923.8233779
     740.000    5721.0395407   8795.9150225   6973.1318178
     750.000    5632.6102526   8889.8408396   7021.5698188
     760.000    5543.2447511   8983.1585124   7069.1578274
     770.000    5452.9490931   9075.8729591   7115.9156376
     780.000    5361.7292861   9167.9891587   7161.8624063
     790.000    5269.5912873   9259.5121402   7207.0166706
     800.000    5176.5410038   9350.4469721   7251.3963669
     810.000    5082.5842914   9440.7987532   7295.0188496
     820.000    4987.7269551   9530.5726040   7337.9009123
     830.000    4891.9747486   9619.7736593   7380.0588074
     840.000    4795.3333741   9708.4070608   7421.5082676
     850.000    4697.8084825   9796.4779507   7462.2645256
     860.000    4599.4056730   9883.9914665   7502.3423354
     870.000    4500.1304939   9970.9527351   7541.7559914
     880.000    4399.9884421  10057.3668686   7580.5193483
     890.000    4298.9849634  10143.2389598   7618.6458399
     900.000    4197.1254528  10228.5740789   7656.1484975
     910.000    4094.4152549  10313.3772697   7693.0399674
     920.000    3990.8596638  10397.6535468   7729.3325279
     930.000    3886.4639237  10481.4078931   7765.0381055
     940.000    3781.2332292  10564.6452573   7800.1682905
     950.000    3675.1727255  10647.3705519   7834.7343516
     960.000    3568.2875088  10729.5886515   7868.7472502
     970.000    3460.5826270  10811.3043912   7902.2176533
     980.000    3352.0630795  10892.5225654   7935.1559469
     990.000    3242.7338184  10973.2479263   7967.5722472
    1000.000    3132.5997480  11053.4851835   7999.4764125
