    0.00500000     0.99864520     1.00121614     1.06090991
    0.01000000     0.99974966     1.00101280     1.05908844
    0.01500000     1.00050278     1.00023178     1.05926476
    0.02000000     0.99966836     1.00031434     1.05888684
    0.03000000     0.99989613     1.00031219     1.05899744
    0.05000000     0.99995802     0.99994115     1.05892057
    0.08000000     0.99990952     1.00003128     1.05887191
    0.13000000     0.99996217     0.99993108     1.05887284
    0.20000000     1.00004237     1.00004561     1.05882302
    0.32000000     1.00003253     0.99999929     1.05882336
    0.50000000     0.99997659     0.99998346     1.05882935
