    0.00500000    -0.00000004     0.00000003     0.00000168
    0.01000000    -0.00000001     0.00000006     0.00000327
    0.01500000     0.00000004     0.00000002     0.00000491
    0.02000000    -0.00000004     0.00000003     0.00000651
    0.03000000    -0.00000002     0.00000005     0.00000978
    0.05000000    -0.00000001    -0.00000002     0.00001628
    0.08000000    -0.00000004     0.00000001     0.00002603
    0.13000000    -0.00000003    -0.00000005     0.00004230
    0.20000000     0.00000005     0.00000005     0.00006502
    0.32000000     0.00000006    -0.00000000     0.00010403
    0.50000000    -0.00000006    -0.00000005     0.00016256
