    0.00500000     0.00000018    -0.00000013     0.00000226
    0.01000000     0.00000011    -0.00000004     0.00000449
    0.01500000     0.00000012     0.00000004     0.00000682
    0.02000000     0.00000012    -0.00000013     0.00000905
    0.03000000     0.00000009    -0.00000009     0.00001356
    0.05000000     0.00000001    -0.00000019     0.00002251
    0.08000000     0.00000009    -0.00000007     0.00003603
    0.13000000     0.00000008    -0.00000007     0.00005854
    0.20000000     0.00000005    -0.00000019     0.00008998
    0.32000000     0.00000002    -0.00000007     0.00014400
    0.50000000     0.00000014    -0.00000005     0.00022495
