    0.00500000    16.41292563     0.08466267     0.96909260
    0.01000000    16.50824413     0.49232599     1.37878768
    0.01500000    15.61265137     0.04140852     1.21267739
    0.02000000    15.48873083     1.04777146     1.01440630
    0.03000000    14.80042258     0.93163367     1.07787592
    0.05000000    12.23529779     0.89802616     1.02762742
    0.08000000     9.57375758     0.98346344     0.98859240
    0.13000000     7.07238859     0.96502482     1.01241240
    0.20000000     5.31480469     0.98734871     1.00258621
    0.32000000     3.91333557     0.99307374     0.99872192
    0.50000000     2.98634627     0.99686336     1.00341005
