    0.005000 276317.386240    -0.013801     0.031623
    0.010000 552634.786279    -0.013800     0.031622
    0.015000 828952.186318    -0.013801     0.031623
    0.020000 1105269.586358    -0.013801     0.031623
    0.030000 1657904.386438    -0.013802     0.031622
    0.050000 2763173.986598    -0.013801     0.031622
    0.080000 4421078.386837    -0.013800     0.031623
    0.130000 7184252.387236    -0.013801     0.031623
    0.200000 11052695.987799    -0.013801     0.031622
    0.320000 17684313.588771    -0.013798     0.031623
    0.500000 27631739.990259    -0.013798     0.031623
