    0.005000 276317.387411    -0.013815     0.031915
    0.010000 552634.788511    -0.013743     0.031815
    0.015000 828952.189527    -0.013943     0.031601
    0.020000 1105269.590495    -0.013956     0.031844
    0.030000 1657904.392035    -0.013910     0.031494
    0.050000 2763173.994420    -0.013947     0.031799
    0.080000 4421078.396677    -0.013846     0.031505
    0.130000 7184252.398870    -0.013881     0.031837
    0.200000 11052696.000600    -0.013843     0.031168
    0.320000 17684313.602496    -0.013842     0.031446
    0.500000 27631740.004557    -0.013859     0.031461
