    0.00500000     1.09653461     1.00217341     0.99875118
    0.01000000     1.09390123     1.00133127     0.99990998
    0.01500000     1.09412714     1.00042647     0.99970940
    0.02000000     1.09420543     1.00008905     1.00025288
    0.03000000     1.09359713     0.99988670     1.00015184
    0.05000000     1.09367221     0.99995975     0.99999270
    0.08000000     1.09357003     0.99992563     0.99988592
    0.13000000     1.09383971     1.00001666     1.00008358
    0.20000000     1.09393842     1.00009443     0.99996397
    0.32000000     1.09445115     1.00002875     1.00001144
    0.50000000     1.09529419     1.00005402     0.99999711
