    0.00500000     0.00000244     0.00000002     0.00000002
    0.01000000     0.00000478     0.00000001     0.00000000
    0.01500000     0.00000724     0.00000003     0.00000005
    0.02000000     0.00000966    -0.00000001     0.00000005
    0.03000000     0.00001448     0.00000000     0.00000002
    0.05000000     0.00002413    -0.00000002     0.00000004
    0.08000000     0.00003866     0.00000003     0.00000002
    0.13000000     0.00006288     0.00000005     0.00000002
    0.20000000     0.00009709     0.00000004     0.00000001
    0.32000000     0.00015615    -0.00000007     0.00000005
    0.50000000     0.00024642     0.00000002     0.00000002
