    0.00500000     1.08832007     1.00085140     1.00077221
    0.01000000     1.08655861     1.00016894     1.00008454
    0.01500000     1.08733909     1.00040678     1.00061452
    0.02000000     1.08743336     0.99991467     1.00047100
    0.03000000     1.08730954     1.00000409     1.00011712
    0.05000000     1.08733649     0.99992232     1.00015426
    0.08000000     1.08743854     1.00005887     1.00004347
    0.13000000     1.08751863     1.00007376     1.00002405
    0.20000000     1.08783839     1.00003489     1.00000588
    0.32000000     1.08830100     0.99996173     1.00002681
    0.50000000     1.08917867     1.00000741     1.00000691
