mesh size = 12
temperatures   free_energy      entropy        heat_capacity
       0.000    9143.2048890      0.0000000      0.0000000
      10.000    9143.1282409     30.6932091     84.1459149
      20.000    9142.2564048    154.9156621    305.1187386
      30.000    9139.8954131    321.0048334    525.9607414
      40.000    9135.7945713    500.1273441    725.0173974
      50.000    9129.8865113    681.3545333    902.6811576
      60.000    9122.1751487    860.3639899   1063.4291621
      70.000    9112.6921055   1035.5452936   1211.3686251
      80.000    9101.4786838   1206.4079958   1349.3647890
      90.000    9088.5784828   1372.9149973   1479.3216354
     100.000    9074.0344285   1535.2108588   1602.5979488
     110.000    9057.8875754   1693.5148042   1720.2945412
     120.000    9040.1765993   1848.0791843   1833.3979149
     130.000    9020.9375644   1999.1719772   1942.8267475
     140.000    9000.2038182   2147.0671922   2049.4292220
     150.000    8978.0059687   2292.0377206   2153.9643991
     160.000    8954.3719256   2434.3492880   2257.0853028
     170.000    8929.3269991   2574.2554528   2359.3303602
     180.000    8902.8940406   2711.9938033   2461.1236995
     190.000    8875.0936167   2847.7833932   2562.7822236
     200.000    8845.9442026   2981.8233158   2664.5268339
     210.000    8815.4623848   3114.2922286   2766.4955617
     220.000    8783.6630643   3245.3486125   2868.7570206
     230.000    8750.5596553   3375.1315593   2971.3232027
     240.000    8716.1642733   3503.7619145   3074.1611089
     250.000    8680.4879108   3631.3436328   3177.2030089
     260.000    8643.5405994   3757.9652443   3280.3553109
     270.000    8605.3315562   3883.7013531   3383.5061151
     280.000    8565.8693156   4008.6141161   3486.5315692
     290.000    8525.1618468   4132.7546670   3589.3011539
     300.000    8483.2166572   4256.1644605   3691.6820244
     310.000    8440.0408826   4378.8765263   3793.5425242
     320.000    8395.6413659   4500.9166222   3894.7549754
     330.000    8350.0247243   4622.3042872   3995.1978401
     340.000    8303.1974068   4743.0537923   4094.7573383
     350.000    8255.1657424   4863.1749949   4193.3285981
     360.000    8205.9359803   4982.6740981   4290.8164086
     370.000    8155.5143231   5101.5543224   4387.1356383
     380.000    8103.9069538   5219.8164959   4482.2113767
     390.000    8051.1200567   5337.4595673   4575.9788494
     400.000    7997.1598343   5454.4810500   4668.3831537
     410.000    7942.0325194   5570.8774032   4759.3788544
     420.000    7885.7443842   5686.6443555   4848.9294758
     430.000    7828.3017460   5801.7771784   4937.0069192
     440.000    7769.7109709   5916.2709131   5023.5908335
     450.000    7709.9784747   6030.1205585   5108.6679591
     460.000    7649.1107230   6143.3212235   5192.2314636
     470.000    7587.1142291   6255.8682484   5274.2802839
     480.000    7523.9955513   6367.7573005   5354.8184854
     490.000    7459.7612895   6478.9844465   5433.8546469
     500.000    7394.4180804   6589.5462053   5511.4012788
     510.000    7327.9725934   6699.4395844   5587.4742769
     520.000    7260.4315250   6808.6621035   5662.0924160
     530.000    7191.8015941   6917.2118048   5735.2768847
     540.000    7122.0895365   7025.0872560   5807.0508608
     550.000    7051.3020996   7132.2875438   5877.4391269
     560.000    6979.4460375   7238.8122631   5946.4677267
     570.000    6906.5281060   7344.6614999   6014.1636569
     580.000    6832.5550573   7449.8358115   6080.5545966
     590.000    6757.5336362   7554.3362041   6145.6686684
     600.000    6681.4705749   7658.1641079   6209.5342314
     610.000    6604.3725896   7761.3213519   6272.1797020
     620.000    6526.2463761   7863.8101372   6333.6334006
     630.000    6447.0986066   7965.6330108   6393.9234221
     640.000    6366.9359261   8066.7928393   6453.0775269
     650.000    6285.7649495   8167.2927835   6511.1230516
     660.000    6203.5922586   8267.1362726   6568.0868355
     670.000    6120.4244000   8366.3269811   6623.9951630
     680.000    6036.2678820   8464.8688049   6678.8737180
     690.000    5951.1291732   8562.7658398   6732.7475505
     700.000    5865.0147002   8660.0223605   6785.6410523
     710.000    5777.9308463   8756.6428011   6837.5779419
     720.000    5689.8839493   8852.6317366   6888.5812561
     730.000    5600.8803009   8947.9938657   6938.6733478
     740.000    5510.9261453   9042.7339949   6987.8758892
     750.000    5420.0276780   9136.8570234   7036.2098793
     760.000    5328.1910452   9230.3679296   7083.6956540
     770.000    5235.4223430   9323.2717583   7130.3529007
     780.000    5141.7276167   9415.5736089   7176.2006733
     790.000    5047.1128603   9507.2786245   7221.2574101
     800.000    4951.5840164   9598.3919827   7265.5409526
     810.000    4855.1469755   9688.9188859   7309.0685655
     820.000    4757.8075761   9778.8645533   7351.8569564
     830.000    4659.5716044   9868.2342140   7393.9222968
     840.000    4560.4447944   9957.0330993   7435.2802428
     850.000    4460.4328276  10045.2664375   7475.9459554
     860.000    4359.5413334  10132.9394478   7515.9341210
     870.000    4257.7758891  10220.0573355   7555.2589711
     880.000    4155.1420198  10306.6252876   7593.9343018
     890.000    4051.6451992  10392.6484689   7631.9734925
     900.000    3947.2908492  10478.1320182   7669.3895243
     910.000    3842.0843406  10563.0810454   7706.1949971
     920.000    3736.0309931  10647.5006283   7742.4021466
     930.000    3629.1360760  10731.3958108   7778.0228605
     940.000    3521.4048082  10814.7716000   7813.0686936
     950.000    3412.8423588  10897.6329646   7847.5508825
     960.000    3303.4538472  10979.9848336   7881.4803594
     970.000    3193.2443441  11061.8320942   7914.8677656
     980.000    3082.2188712  11143.1795911   7947.7234636
     990.000    2970.3824022  11224.0321251   7980.0575490
    1000.000    2857.7398627  11304.3944528   8011.8798621
