    0.005000 276317.387263    -0.013839     0.031665
    0.010000 552634.788407    -0.013964     0.031667
    0.015000 828952.189333    -0.013891     0.031665
    0.020000 1105269.589979    -0.013802     0.031665
    0.030000 1657904.391103    -0.013793     0.031665
    0.050000 2763173.992169    -0.013835     0.031665
    0.080000 4421078.392894    -0.013844     0.031667
    0.130000 7184252.393648    -0.013856     0.031665
    0.200000 11052695.994453    -0.013841     0.031665
    0.320000 17684313.595632    -0.013849     0.031665
    0.500000 27631739.997191    -0.013844     0.031665
