    0.00500000     0.00007180    -0.00000013    -0.00000005
    0.01000000     0.00014325    -0.00000793     0.00000009
    0.01500000     0.00020104    -0.00000338    -0.00000000
    0.02000000     0.00024131     0.00000219    -0.00000004
    0.03000000     0.00031147     0.00000277    -0.00000003
    0.05000000     0.00037805     0.00000012    -0.00000000
    0.08000000     0.00042329    -0.00000044     0.00000010
    0.13000000     0.00047034    -0.00000116     0.00000000
    0.20000000     0.00052061    -0.00000025     0.00000000
    0.32000000     0.00059419    -0.00000071    -0.00000001
    0.50000000     0.00069147    -0.00000039    -0.00000003
