    0.00500000     1.11270271     0.99512215     1.00233867
    0.01000000     1.10919770     0.99895631     1.00026183
    0.01500000     1.10740766     0.99872027     1.00122736
    0.02000000     1.10822002     0.99952337     0.99976025
    0.03000000     1.10814330     0.99960584     1.00003026
    0.05000000     1.10853572     1.00004532     1.00037176
    0.08000000     1.10802882     1.00013492     1.00011031
    0.13000000     1.10815140     0.99988281     0.99994746
    0.20000000     1.10840239     0.99985645     1.00006883
    0.32000000     1.10913707     1.00004986     1.00001269
    0.50000000     1.11041080     1.00000696     0.99998784
