    0.005000 276317.386251    -0.013800     0.031795
    0.010000 552634.786297    -0.013798     0.031794
    0.015000 828952.186343    -0.013799     0.031796
    0.020000 1105269.586392    -0.013798     0.031794
    0.030000 1657904.386488    -0.013799     0.031794
    0.050000 2763173.986681    -0.013797     0.031796
    0.080000 4421078.386966    -0.013797     0.031795
    0.130000 7184252.387446    -0.013799     0.031793
    0.200000 11052695.988120    -0.013800     0.031795
    0.320000 17684313.589293    -0.013796     0.031794
    0.500000 27631739.991089    -0.013797     0.031794
