    0.005000    -0.013791    -0.013789 276317.431618
    0.010000    -0.013790    -0.013788 552634.831650
    0.015000    -0.013790    -0.013789 828952.231681
    0.020000    -0.013790    -0.013790 1105269.631712
    0.030000    -0.013791    -0.013790 1657904.431774
    0.050000    -0.013790    -0.013790 2763174.031896
    0.080000    -0.013789    -0.013790 4421078.432084
    0.130000    -0.013790    -0.013790 7184252.432392
    0.200000    -0.013790    -0.013790 11052696.032824
    0.320000    -0.013789    -0.013790 17684313.633567
    0.500000    -0.013790    -0.013792 27631740.034681
