mesh size = 12
temperatures   free_energy      entropy        heat_capacity
       0.000    9194.6102613      0.0000000      0.0000000
      10.000    9194.5569484     19.7247664     51.0235097
      20.000    9193.9947655    102.5286761    219.5289305
      30.000    9192.3579000    230.1483824    425.3215688
      40.000    9189.3174797    380.3838081    626.3727950
      50.000    9184.7187778    540.2562477    810.3342242
      60.000    9178.5032199    702.9804455    977.1415003
      70.000    9170.6608905    865.2444454   1130.0118819
      80.000    9161.2050592   1025.5172806   1272.0996989
      90.000    9150.1594249   1183.1391733   1405.7505622
     100.000    9137.5519357   1337.8694967   1532.6174527
     110.000    9123.4118029   1489.6727908   1653.9304030
     120.000    9107.7680081   1638.6194981   1770.6958433
     130.000    9090.6485087   1784.8385667   1883.7970720
     140.000    9072.0797895   1928.4924223   1994.0271123
     150.000    9052.0866100   2069.7615976   2102.0893787
     160.000    9030.6918800   2208.8340052   2208.5895693
     170.000    9007.9166271   2345.8970183   2314.0300780
     180.000    8983.7800330   2481.1316636   2418.8103590
     190.000    8958.2995182   2614.7085585   2523.2327910
     200.000    8931.4908607   2746.7852970   2627.5122463
     210.000    8903.3683341   2877.5049923   2731.7875220
     220.000    8873.9448558   3006.9957061   2836.1332189
     230.000    8843.2321380   3135.3705261   2940.5711576
     240.000    8811.2408346   3262.7280937   3045.0808394
     250.000    8777.9806822   3389.1534284   3149.6087388
     260.000    8743.4606309   3514.7189314   3254.0763922
     270.000    8707.6889655   3639.4854834   3358.3873355
     280.000    8670.6734150   3763.5035757   3462.4329872
     290.000    8632.4212506   3886.8144324   3566.0975840
     300.000    8592.9393729   4009.4510954   3669.2622743
     310.000    8552.2343890   4131.4394531   3771.8084681
     320.000    8510.3126786   4252.7992018   3873.6205307
     330.000    8467.1804519   4373.5447328   3974.5878998
     340.000    8422.8437980   4493.6859426   4074.6067001
     350.000    8377.3087266   4613.2289662   4173.5809200
     360.000    8330.5812022   4732.1768348   4271.4232127
     370.000    8282.6671718   4850.5300605   4368.0553768
     380.000    8233.5725879   4968.2871527   4463.4085686
     390.000    8183.3034259   5085.4450695   4557.4232932
     400.000    8131.8656977   5201.9996095   4650.0492161
     410.000    8079.2654617   5317.9457489   4741.2448342
     420.000    8025.5088292   5433.2779287   4830.9770396
     430.000    7970.6019691   5547.9902964   4919.2206051
     440.000    7914.5511092   5662.0769082   5005.9576170
     450.000    7857.3625364   5775.5318948   5091.1768764
     460.000    7799.0425956   5888.3495956   5174.8732865
     470.000    7739.5976866   6000.5246655   5257.0472410
     480.000    7679.0342609   6112.0521578   5337.7040240
     490.000    7617.3588171   6222.9275860   5416.8532314
     500.000    7554.5778961   6333.1469682   5494.5082201
     510.000    7490.6980761   6442.7068565   5570.6855894
     520.000    7425.7259670   6551.6043536   5645.4046982
     530.000    7359.6682048   6659.8371192   5718.6872198
     540.000    7292.5314464   6767.4033679   5790.5567341
     550.000    7224.3223634   6874.3018598   5861.0383589
     560.000    7155.0476375   6980.5318859   5930.1584166
     570.000    7084.7139546   7086.0932494   5997.9441381
     580.000    7013.3280004   7190.9862431   6064.4233995
     590.000    6940.8964552   7295.2116254   6129.6244907
     600.000    6867.4259893   7398.7705939   6193.5759140
     610.000    6792.9232594   7501.6647585   6256.3062095
     620.000    6717.3949036   7603.8961139   6317.8438058
     630.000    6640.8475386   7705.4670125   6378.2168934
     640.000    6563.2877559   7806.3801364   6437.4533182
     650.000    6484.7221186   7906.6384721   6495.5804939
     660.000    6405.1571583   8006.2452835   6552.6253304
     670.000    6324.5993729   8105.2040883   6608.6141767
     680.000    6243.0552241   8203.5186335   6663.5727768
     690.000    6160.5311346   8301.1928733   6717.5262366
     700.000    6077.0334872   8398.2309479   6770.4990002
     710.000    5992.5686219   8494.6371629   6822.5148350
     720.000    5907.1428353   8590.4159713   6873.5968239
     730.000    5820.7623786   8685.5719553   6923.7673629
     740.000    5733.4334566   8780.1098102   6973.0481646
     750.000    5645.1622268   8874.0343291   7021.4602654
     760.000    5555.9547982   8967.3503889   7069.0240366
     770.000    5465.8172308   9060.0629372   7115.7591979
     780.000    5374.7555345   9152.1769806   7161.6848330
     790.000    5282.7756693   9243.6975734   7206.8194077
     800.000    5189.8835442   9334.6298076   7251.1807883
     810.000    5096.0850173   9424.9788039   7294.7862618
     820.000    5001.3858952   9514.7497031   7337.6525557
     830.000    4905.7919331   9603.9476585   7379.7958592
     840.000    4809.3088346   9692.5778292   7421.2318432
     850.000    4711.9422519   9780.6453735   7461.9756819
     860.000    4613.6977854   9868.1554434   7502.0420721
     870.000    4514.5809841   9955.1131794   7541.4452539
     880.000    4414.5973458  10041.5237060   7580.1990299
     890.000    4313.7523170  10127.3921278   7618.3167839
     900.000    4212.0512933  10212.7235252   7655.8114995
     910.000    4109.4996198  10297.5229519   7692.6957775
     920.000    4006.1025908  10381.7954314   7728.9818528
     930.000    3901.8654510  10465.5459545   7764.6816107
     940.000    3796.7933950  10548.7794776   7799.8066019
     950.000    3690.8915684  10631.5009200   7834.3680579
     960.000    3584.1650673  10713.7151624   7868.3769044
     970.000    3476.6189396  10795.4270456   7901.8437748
     980.000    3368.2581849  10876.6413691   7934.7790229
     990.000    3259.0877549  10957.3628899   7967.1927348
    1000.000    3149.1125541  11037.5963216   7999.0947399
