mesh size = 12
temperatures   free_energy      entropy        heat_capacity
       0.000    9190.9538801      0.0000000      0.0000000
      10.000    9190.9109180     18.0988692     53.2698023
      20.000    9190.3446820    105.4364897    230.2208909
      30.000    9188.6532548    237.9663975    438.1514875
      40.000    9185.5156090    391.7909711    638.2386484
      50.000    9180.7895723    554.1811400    821.1062491
      60.000    9174.4247917    718.8336825    987.6551960
      70.000    9166.4155489    882.7415143   1140.9039637
      80.000    9156.7771858   1044.5063617   1283.5692679
      90.000    9145.5346719   1203.5081562   1417.6867433
     100.000    9132.7170444   1359.5096476   1544.7680800
     110.000    9118.3546272   1512.4700887   1666.0149988
     120.000    9102.4775634   1662.4563125   1782.4622478
     130.000    9085.1149874   1809.5978033   1895.0426588
     140.000    9066.2945363   1954.0612735   2004.6021077
     150.000    9046.0420648   2096.0341843   2111.8925730
     160.000    9024.3814997   2235.7129590   2217.5614617
     170.000    9001.3347965   2373.2942449   2322.1456195
     180.000    8976.9219703   2508.9685253   2426.0721135
     190.000    8951.1611816   2642.9156652   2529.6647808
     200.000    8924.0688579   2775.3020430   2633.1545490
     210.000    8895.6598373   2906.2789378   2736.6916173
     220.000    8865.9475239   3035.9818744   2840.3580573
     230.000    8834.9440452   3164.5306658   2944.1799129
     240.000    8802.6604073   3292.0299421   3048.1382898
     250.000    8769.1066423   3418.5699998   3152.1792159
     260.000    8734.2919467   3544.2278467   3256.2222284
     270.000    8698.2248086   3669.0683504   3360.1677389
     280.000    8660.9131234   3793.1454256   3463.9032752
     290.000    8622.3642968   3916.5032137   3567.3087087
     300.000    8582.5853375   4039.1772243   3670.2605814
     310.000    8541.5829376   4161.1954184   3772.6356366
     320.000    8499.3635432   4282.5792197   3874.3136482
     330.000    8455.9334146   4403.3444489   3975.1796372
     340.000    8411.2986788   4523.5021754   4075.1255539
     350.000    8365.4653721   4643.0594880   4174.0514983
     360.000    8318.4394774   4762.0201859   4271.8665458
     370.000    8270.2269532   4880.3853922   4368.4892372
     380.000    8220.8337577   4998.1540960   4463.8477905
     390.000    8170.2658683   5115.3236251   4557.8800822
     400.000    8118.5292955   5231.8900574   4650.5334448
     410.000    8065.6300935   5347.8485730   4741.7643196
     420.000    8011.5743684   5463.1937560   4831.5378004
     430.000    7956.3682820   5577.9198473   4919.8270975
     440.000    7900.0180547   5692.0209565   5006.6129496
     450.000    7842.5299657   5805.4912362   5091.8830037
     460.000    7783.9103517   5918.3250227   5175.6311829
     470.000    7724.1656048   6030.5169488   5257.8570555
     480.000    7663.3021689   6142.0620309   5338.5652171
     490.000    7601.3265355   6252.9557351   5417.7646965
     500.000    7538.2452390   6363.1940247   5495.4683891
     510.000    7474.0648515   6472.7733918   5571.6925254
     520.000    7408.7919775   6581.6908765   5646.4561759
     530.000    7342.4332483   6689.9440746   5719.7807946
     540.000    7274.9953165   6797.5311367   5791.6898021
     550.000    7206.4848504   6904.4507600   5862.2082075
     560.000    7136.9085287   7010.7021746   5931.3622682
     570.000    7066.2730352   7116.2851252   5999.1791865
     580.000    6994.5850537   7221.1998488   6065.6868403
     590.000    6921.8512633   7325.4470511   6130.9135468
     600.000    6848.0783340   7429.0278805   6194.8878567
     610.000    6773.2729218   7531.9439009   6257.6383751
     620.000    6697.4416655   7634.1970645   6319.1936094
     630.000    6620.5911824   7735.7896844   6379.5818391
     640.000    6542.7280648   7836.7244072   6438.8310076
     650.000    6463.8588774   7937.0041865   6496.9686314
     660.000    6383.9901535   8036.6322569   6554.0217277
     670.000    6303.1283930   8135.6121095   6610.0167551
     680.000    6221.2800596   8233.9474675   6664.9795683
     690.000    6138.4515789   8331.6422641   6718.9353838
     700.000    6054.6493359   8428.7006209   6771.9087558
     710.000    5969.8796736   8525.1268274   6823.9235599
     720.000    5884.1488917   8620.9253224   6875.0029848
     730.000    5797.4632443   8716.1006761   6925.1695300
     740.000    5709.8289397   8810.6575737   6974.4450082
     750.000    5621.2521385   8904.6007999   7022.8505527
     760.000    5531.7389530   8997.9352247   7070.4066277
     770.000    5441.2954468   9090.6657904   7117.1330424
     780.000    5349.9276334   9182.7974996   7163.0489659
     790.000    5257.6414762   9274.3354036   7208.1729456
     800.000    5164.4428877   9365.2845929   7252.5229254
     810.000    5070.3377297   9455.6501875   7296.1162660
     820.000    4975.3318122   9545.4373282   7338.9697648
     830.000    4879.4308941   9634.6511696   7381.0996767
     840.000    4782.6406826   9723.2968724   7422.5217354
     850.000    4684.9668332   9811.3795973   7463.2511734
     860.000    4586.4149500   9898.9044992   7503.3027429
     870.000    4486.9905855   9985.8767223   7542.6907358
     880.000    4386.6992408  10072.3013950   7581.4290031
     890.000    4285.5463657  10158.1836261   7619.5309743
     900.000    4183.5373594  10243.5285010   7657.0096754
     910.000    4080.6775700  10328.3410781   7693.8777467
     920.000    3976.9722954  10412.6263863   7730.1474601
     930.000    3872.4267832  10496.3894219   7765.8307350
     940.000    3767.0462313  10579.6351468   7800.9391541
     950.000    3660.8357882  10662.3684861   7835.4839783
     960.000    3553.8005533  10744.5943266   7869.4761606
     970.000    3445.9455772  10826.3175149   7902.9263597
     980.000    3337.2758625  10907.5428567   7935.8449526
     990.000    3227.7963637  10988.2751149   7968.2420465
    1000.000    3117.5119880  11068.5190094   8000.1274907
