    0.00500000    -0.00000536     0.00000281     0.00000244
    0.01000000     0.00000203    -0.00000040     0.00000483
    0.01500000    -0.00000572    -0.00000162     0.00000716
    0.02000000     0.00000157     0.00000179     0.00000955
    0.03000000    -0.00000410    -0.00000345     0.00001439
    0.05000000    -0.00000320     0.00000529     0.00002394
    0.08000000     0.00000159     0.00000308     0.00003838
    0.13000000     0.00000605     0.00000516     0.00006323
    0.20000000     0.00000206     0.00000304     0.00009967
    0.32000000    -0.00000400     0.00000188     0.00017104
    0.50000000    -0.00000072     0.00000166     0.00026857
