    0.00500000     0.80595594     1.10185345     1.08821835
    0.01000000     1.03673462     0.99276958     1.08739579
    0.01500000     0.93100523     0.98042145     1.08635386
    0.02000000     1.01420102     1.01615130     1.08642730
    0.03000000     0.97528798     0.97919286     1.08680255
    0.05000000     0.98843431     1.01914440     1.08665076
    0.08000000     1.00359391     1.00696055     1.08681343
    0.13000000     1.00841449     1.00718190     1.08800595
    0.20000000     1.00185955     1.00274749     1.09018059
    0.32000000     0.99773672     1.00106361     1.09672054
    0.50000000     0.99973932     1.00060191     1.09719706
