mesh size = 12
temperatures   free_energy      entropy        heat_capacity
       0.000    9142.8860524      0.0000000      0.0000000
      10.000    9142.7863366     38.3693138     97.6289518
      20.000    9141.7777298    173.7218817    322.1434470
      30.000    9139.1933010    346.2549869    540.1034329
      40.000    9134.8205445    528.8964750    735.0976117
      50.000    9128.6146469    711.9360355    908.7451411
      60.000    9120.5929004    891.7269122   1065.9234541
      70.000    9110.7950541   1067.0635092   1210.9265808
      80.000    9099.2672918   1237.7123928   1346.6654745
      90.000    9086.0560158   1403.8019347   1474.9996398
     100.000    9071.2056200   1565.5823696   1597.1997432
     110.000    9054.7577813   1723.3391115   1714.2662546
     120.000    9036.7512746   1877.3647603   1827.0902425
     130.000    9017.2219513   2027.9506632   1936.5071611
     140.000    8996.2027712   2175.3833265   2043.2959009
     150.000    8973.7238661   2319.9412147   2148.1592706
     160.000    8949.8126380   2461.8912811   2251.7052907
     170.000    8924.4938909   2601.4856473   2354.4367604
     180.000    8897.7899933   2738.9588987   2456.7499035
     190.000    8869.7210636   2874.5262395   2558.9400697
     200.000    8840.3051697   3008.3825374   2661.2118320
     210.000    8809.5585329   3140.7021530   2763.6911834
     220.000    8777.4957324   3271.6393937   2866.4382013
     230.000    8744.1299005   3401.3294198   2969.4591723
     240.000    8709.4729088   3529.8894541   3072.7176471
     250.000    8673.5355408   3657.4201688   3176.1442092
     260.000    8636.3276497   3784.0071592   3279.6449293
     270.000    8597.8583019   3909.7224342   3383.1085717
     280.000    8558.1359059   4034.6258766   3486.4126647
     290.000    8517.1683256   4158.7666427   3589.4285554
     300.000    8474.9629819   4282.1844804   3692.0255693
     310.000    8431.5269398   4404.9109543   3794.0743815
     320.000    8386.8669850   4526.9705719   3895.4497004
     330.000    8340.9896890   4648.3818105   3996.0323500
     340.000    8293.9014650   4769.1580445   4095.7108320
     350.000    8245.6086141   4889.3083764   4194.3824379
     360.000    8196.1173649   5008.8383777   4291.9539790
     370.000    8145.4339051   5127.7507427   4388.3421917
     380.000    8093.5644073   5246.0458627   4483.4738744
     390.000    8040.5150499   5363.7223263   4577.2858045
     400.000    7986.2920322   5480.7773514   4669.7244786
     410.000    7930.9015868   5597.2071563   4760.7457165
     420.000    7874.3499879   5713.0072751   4850.3141631
     430.000    7816.6435565   5828.1728228   4938.4027161
     440.000    7757.7886637   5942.6987170   5024.9919080
     450.000    7697.7917314   6056.5798599   5110.0692598
     460.000    7636.6592322   6169.8112860   5193.6286281
     470.000    7574.3976871   6282.3882803   5275.6695560
     480.000    7511.0136627   6394.3064700   5356.1966418
     490.000    7446.5137670   6505.5618944   5435.2189323
     500.000    7380.9046457   6616.1510558   5512.7493483
     510.000    7314.1929768   6726.0709537   5588.8041449
     520.000    7246.3854659   6835.3191064   5663.4024123
     530.000    7177.4888404   6943.8935609   5736.5656148
     540.000    7107.5098451   7051.7928939   5808.3171714
     550.000    7036.4552360   7159.0162051   5878.6820763
     560.000    6964.3317758   7265.5631048   5947.6865578
     570.000    6891.1462283   7371.4336971   6015.3577746
     580.000    6816.9053543   7476.6285589   6081.7235473
     590.000    6741.6159062   7581.1487171   6146.8121223
     600.000    6665.2846242   7684.9956238   6210.6519669
     610.000    6587.9182318   7788.1711302   6273.2715923
     620.000    6509.5234322   7890.6774603   6334.6994017
     630.000    6430.1069046   7992.5171839   6394.9635620
     640.000    6349.6753009   8093.6931904   6454.0918970
     650.000    6268.2352426   8194.2086632   6512.1117979
     660.000    6185.7933180   8294.0670541   6569.0501521
     670.000    6102.3560795   8393.2720595   6624.9332853
     680.000    6017.9300417   8491.8275972   6679.7869174
     690.000    5932.5216788   8589.7377840   6733.6361292
     700.000    5846.1374229   8687.0069155   6786.5053393
     710.000    5758.7836625   8783.6394459   6838.4182888
     720.000    5670.4667407   8879.6399698   6889.3980338
     730.000    5581.1929541   8975.0132050   6939.4669434
     740.000    5490.9685515   9069.7639765   6988.6467034
     750.000    5399.7997330   9163.8972014   7036.9583237
     760.000    5307.6926493   9257.4178754   7084.4221491
     770.000    5214.6534005   9350.3310601   7131.0578739
     780.000    5120.6880360   9442.6418710   7176.8845573
     790.000    5025.8025538   9534.3554669   7221.9206412
     800.000    4930.0029001   9625.4770404   7266.1839694
     810.000    4833.2949690   9716.0118084   7309.6918076
     820.000    4735.6846025   9805.9650043   7352.4608633
     830.000    4637.1775900   9895.3418704   7394.5073071
     840.000    4537.7796687   9984.1476512   7435.8467931
     850.000    4437.4965231  10072.3875873   7476.4944796
     860.000    4336.3337856  10160.0669100   7516.4650496
     870.000    4234.2970363  10247.1908362   7555.7727307
     880.000    4131.3918029  10333.7645640   7594.4313144
     890.000    4027.6235617  10419.7932689   7632.4541751
     900.000    3922.9977371  10505.2820998   7669.8542885
     910.000    3817.5197022  10590.2361766   7706.6442486
     920.000    3711.1947791  10674.6605867   7742.8362852
     930.000    3604.0282392  10758.5603828   7778.4422794
     940.000    3496.0253035  10841.9405809   7813.4737796
     950.000    3387.1911430  10924.8061582   7847.9420156
     960.000    3277.5308792  11007.1620516   7881.8579126
     970.000    3167.0495846  11089.0131560   7915.2321048
     980.000    3055.7522826  11170.3643236   7948.0749477
     990.000    2943.6439485  11251.2203624   7980.3965295
    1000.000    2830.7295099  11331.5860357   8012.2066833
