    0.00500000     0.00000840    -0.00000347     0.00002925
    0.01000000     0.00000473    -0.00000352     0.00006086
    0.01500000     0.00000074    -0.00000222     0.00010531
    0.02000000     0.00001524    -0.00000051     0.00013143
    0.03000000     0.00000749     0.00000026     0.00018037
    0.05000000     0.00000740    -0.00000585     0.00025088
    0.08000000    -0.00000139     0.00000222     0.00032011
    0.13000000     0.00000950    -0.00000167     0.00040278
    0.20000000     0.00000613     0.00000095     0.00048551
    0.32000000     0.00000240    -0.00000099     0.00061012
    0.50000000     0.00000175    -0.00000203     0.00073561
