    0.00500000     0.96881443     0.84845063     1.08956196
    0.01000000     1.07812429     0.99709761     1.08914173
    0.01500000     1.03825152     0.99797335     1.08872239
    0.02000000     1.01490637     0.96676924     1.08923537
    0.03000000     1.01597302     1.02963095     1.08856465
    0.05000000     1.03093044     0.98625734     1.08916331
    0.08000000     0.99485956     0.99947108     1.08901082
    0.13000000     0.99871775     0.99105059     1.09012164
    0.20000000     1.00159878     1.00071174     1.09221918
    0.32000000     1.00212135     0.99833487     1.09953788
    0.50000000     1.00040410     1.00014083     1.09916215
