    0.00500000     1.22780048     0.76001096     3.99194736
    0.01000000     1.03062578     0.99832111     4.05601532
    0.01500000     0.82389962     0.99785596     3.61968794
    0.02000000     0.90849863     1.03293371     3.61920932
    0.03000000     0.95776078     0.98914833     3.60713659
    0.05000000     1.00671671     0.98848798     3.25653290
    0.08000000     1.00136387     0.99010450     2.81908756
    0.13000000     1.00086928     0.99948701     2.35813892
    0.20000000     0.99774483     1.00691246     2.01100141
    0.32000000     0.99976907     0.99961361     1.72921436
    0.50000000     0.99922898     0.99900519     1.52756746
