    0.00500000     3.25569055     0.99866795     0.49101415
    0.01000000     3.52960270     0.81224094     0.04841011
    0.01500000     3.44329494     0.86757431     1.07458179
    0.02000000     3.32784814     0.87082975     0.84281746
    0.03000000     3.30019678     1.04440043     1.05982061
    0.05000000     3.10107952     1.03797563     0.92495083
    0.08000000     2.78992124     0.97674745     0.93568102
    0.13000000     2.37069530     0.98883183     1.01100008
    0.20000000     2.03997487     0.99484599     0.97255924
    0.32000000     1.74226342     0.99683975     0.96640633
    0.50000000     1.53773421     0.99634943     0.98702574
