    0.00500000     3.73251420     0.98679981     1.00034769
    0.01000000     3.58635373     1.03215073     1.00027822
    0.01500000     3.37575370     1.03476442     0.99978197
    0.02000000     3.20656216     1.05271317     0.99952108
    0.03000000     2.87462707     1.03238361     0.99968859
    0.05000000     2.36549232     1.01870709     0.99982682
    0.08000000     1.96034672     1.00616350     1.00007848
    0.13000000     1.65786467     1.00433824     1.00009364
    0.20000000     1.47364803     1.00332307     0.99997310
    0.32000000     1.33843204     1.00198022     1.00003796
    0.50000000     1.25291630     1.00127077     1.00000458
