mesh size = 12
temperatures   free_energy      entropy        heat_capacity
       0.000    9137.9613457      0.0000000      0.0000000
      10.000    9137.8552179     39.8474012     98.7229766
      20.000    9136.8259106    176.5516613    325.9691042
      30.000    9134.2025402    351.2676539    546.8624543
      40.000    9129.7688944    535.9967430    742.5931509
      50.000    9123.4834166    720.6745699    915.8093722
      60.000    9115.3678740    901.6870546   1072.2209811
      70.000    9105.4656457   1077.9370803   1216.4780371
      80.000    9093.8255042   1249.2853436   1351.5989747
      90.000    9080.4956373   1415.9268462   1479.4498167
     100.000    9065.5216769   1578.1559365   1601.2749466
     110.000    9048.9461794   1736.2866172   1718.0435117
     120.000    9030.8085679   1890.6300311   1830.6199283
     130.000    9011.1451902   2041.4897431   1939.8200163
     140.000    8989.9894015   2189.1605488   2046.4096715
     150.000    8967.3716597   2333.9267777   2151.0840994
     160.000    8943.3196417   2476.0597546   2254.4477066
     170.000    8917.8583882   2615.8150447   2357.0023847
     180.000    8891.0104728   2753.4300851   2459.1450966
     190.000    8862.7961928   2889.1225343   2561.1727654
     200.000    8833.2337717   3023.0894252   2663.2917932
     210.000    8802.3395663   3155.5070547   2765.6298805
     220.000    8770.1282725   3286.5314676   2868.2484708
     230.000    8736.6131232   3416.2993816   2971.1547742
     240.000    8701.8060759   3544.9294069   3074.3128023
     250.000    8665.7179867   3672.5234436   3177.6531685
     260.000    8628.3587699   3799.1681636   3281.0816026
     270.000    8589.7375433   3924.9365120   3384.4862311
     280.000    8549.8627574   4049.8891782   3487.7437220
     290.000    8508.7423115   4174.0760071   3590.7244107
     300.000    8466.3836547   4297.5373291   3693.2965206
     310.000    8422.7938756   4420.3051970   3795.3295865
     320.000    8377.9797786   4542.4045240   3896.6971791
     330.000    8331.9479503   4663.8541209   3997.2790189
     340.000    8284.7048160   4784.6676334   4096.9625608
     350.000    8236.2566865   4904.8543827   4195.6441222
     360.000    8186.6097981   5024.4201140   4293.2296215
     370.000    8135.7703446   5143.3676578   4389.6349885
     380.000    8083.7445037   5261.6975103   4484.7863021
     390.000    8030.5384576   5379.4083391   4578.6197048
     400.000    7976.1584093   5496.4974204   4671.0811400
     410.000    7920.6105941   5612.9610134   4762.1259500
     420.000    7863.9012887   5728.7946797   4851.7183719
     430.000    7806.0368165   5843.9935510   4939.8309599
     440.000    7747.0235506   5958.5525532   5026.4439593
     450.000    7686.8679153   6072.4665902   5111.5446554
     460.000    7625.5763852   6185.7306936   5195.1267134
     470.000    7563.1554836   6298.3401421   5277.1895244
     480.000    7499.6117792   6410.2905538   5357.7375684
     490.000    7434.9518826   6521.5779578   5436.7798028
     500.000    7369.1824419   6632.1988448   5514.3290838
     510.000    7302.3101376   6742.1502025   5590.4016232
     520.000    7234.3416779   6851.4295377   5665.0164847
     530.000    7165.2837935   6960.0348857   5738.1951211
     540.000    7095.1432317   7067.9648125   5809.9609518
     550.000    7023.9267517   7175.2184074   5880.3389810
     560.000    6951.6411194   7281.7952715   5949.3554548
     570.000    6878.2931018   7387.6955002   6017.0375558
     580.000    6803.8894630   7492.9196628   6083.4131332
     590.000    6728.4369588   7597.4687797   6148.5104655
     600.000    6651.9423328   7701.3442969   6212.3580550
     610.000    6574.4123120   7804.5480609   6274.9844491
     620.000    6495.8536034   7907.0822915   6336.4180887
     630.000    6416.2728895   8008.9495551   6396.6871790
     640.000    6335.6768259   8110.1527388   6455.8195816
     650.000    6254.0720377   8210.6950241   6513.8427260
     660.000    6171.4651169   8310.5798615   6570.7835367
     670.000    6087.8626197   8409.8109471   6626.6683762
     680.000    6003.2710641   8508.3921985   6681.5230000
     690.000    5917.6969281   8606.3277331   6735.3725238
     700.000    5831.1466475   8703.6218475   6788.2413995
     710.000    5743.6266144   8800.2789973   6840.1534007
     720.000    5655.1431755   8896.3037789   6891.1316145
     730.000    5565.7026310   8991.7009122   6941.1984401
     740.000    5475.3112333   9086.4752246   6990.3755920
     750.000    5383.9751862   9180.6316362   7038.6841075
     760.000    5291.7006436   9274.1751456   7086.1443580
     770.000    5198.4937094   9367.1108173   7132.7760628
     780.000    5104.3604363   9459.4437705   7178.5983052
     790.000    5009.3068259   9551.1791676   7223.6295501
     800.000    4913.3388275   9642.3222047   7267.8876634
     810.000    4816.4623389   9732.8781028   7311.3899316
     820.000    4718.6832051   9822.8520990   7354.1530824
     830.000    4620.0072191   9912.2494397   7396.1933055
     840.000    4520.4401210  10001.0753737   7437.5262733
     850.000    4419.9875988  10089.3351457   7478.1671614
     860.000    4318.6552879  10177.0339912   7518.1306696
     870.000    4216.4487714  10264.1771314   7557.4310413
     880.000    4113.3735803  10350.7697687   7596.0820833
     890.000    4009.4351937  10436.8170830   7634.0971845
     900.000    3904.6390392  10522.3242275   7671.4893343
     910.000    3798.9904927  10607.2963265   7708.2711402
     920.000    3692.4948791  10691.7384717   7744.4548444
     930.000    3585.1574729  10775.6557202   7780.0523403
     940.000    3476.9834977  10859.0530924   7815.0751878
     950.000    3367.9781273  10941.9355696   7849.5346277
     960.000    3258.1464861  11024.3080931   7883.4415958
     970.000    3147.4936490  11106.1755622   7916.8067365
     980.000    3036.0246422  11187.5428332   7949.6404148
     990.000    2923.7444436  11268.4147183   7981.9527283
    1000.000    2810.6579832  11348.7959850   8013.7535187
